"C1T1_r1","C1T1_r10","C1T1_r2","C1T1_r3","C1T1_r4","C1T1_r5","C1T1_r6","C1T1_r7","C1T1_r8","C1T1_r9","C1T2_r1","C1T2_r10","C1T2_r2","C1T2_r3","C1T2_r4","C1T2_r5","C1T2_r6","C1T2_r7","C1T2_r8","C1T2_r9","C1T3_r1","C1T3_r10","C1T3_r2","C1T3_r3","C1T3_r4","C1T3_r5","C1T3_r6","C1T3_r7","C1T3_r8","C1T3_r9","C1T4_r1","C1T4_r10","C1T4_r2","C1T4_r3","C1T4_r4","C1T4_r5","C1T4_r6","C1T4_r7","C1T4_r8","C1T4_r9","C1T5_r1","C1T5_r10","C1T5_r2","C1T5_r3","C1T5_r4","C1T5_r5","C1T5_r6","C1T5_r7","C1T5_r8","C1T5_r9","C1T6_r1","C1T6_r10","C1T6_r2","C1T6_r3","C1T6_r4","C1T6_r5","C1T6_r6","C1T6_r7","C1T6_r8","C1T6_r9","C2T1_r1","C2T1_r10","C2T1_r2","C2T1_r3","C2T1_r4","C2T1_r5","C2T1_r6","C2T1_r7","C2T1_r8","C2T1_r9","C2T2_r1","C2T2_r10","C2T2_r2","C2T2_r3","C2T2_r4","C2T2_r5","C2T2_r6","C2T2_r7","C2T2_r8","C2T2_r9","C2T3_r1","C2T3_r10","C2T3_r2","C2T3_r3","C2T3_r4","C2T3_r5","C2T3_r6","C2T3_r7","C2T3_r8","C2T3_r9","C2T4_r1","C2T4_r10","C2T4_r2","C2T4_r3","C2T4_r4","C2T4_r5","C2T4_r6","C2T4_r7","C2T4_r8","C2T4_r9","C2T5_r1","C2T5_r10","C2T5_r2","C2T5_r3","C2T5_r4","C2T5_r5","C2T5_r6","C2T5_r7","C2T5_r8","C2T5_r9","C2T6_r1","C2T6_r10","C2T6_r2","C2T6_r3","C2T6_r4","C2T6_r5","C2T6_r6","C2T6_r7","C2T6_r8","C2T6_r9"
0,35,0,77,0,28,0,70,0,126,90,102,102,96,0,0,120,0,54,0,176,0,160,0,0,0,172,0,156,64,378,0,0,174,0,288,237,0,438,120,426,422,0,192,134,84,520,162,338,0,408,186,155,225,50,8,870,413,280,176,0,8,15,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,17,0,3,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,8,11,0,0,0,5,0,8,0,7
0,0,63,0,84,0,0,0,63,0,0,108,0,84,84,162,0,114,102,0,0,164,0,196,168,88,0,172,92,144,168,201,219,195,300,258,102,270,288,207,534,322,596,416,460,640,68,156,496,184,550,224,979,387,344,904,154,314,364,94,0,5,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,7,0,0,0,13,0,11,0,0,0,6,0,0,0,13,0,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0
0,77,91,0,0,0,98,63,0,0,114,78,216,150,0,168,114,150,180,0,168,0,300,172,116,156,0,260,176,0,153,0,450,222,0,288,264,453,0,0,292,306,548,136,196,530,470,456,54,94,24,478,501,74,75,622,240,1778,111,50,0,6,10,0,0,0,8,11,0,0,0,10,11,10,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,9,0,8,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,13
0,70,91,0,0,0,0,0,0,0,0,102,180,0,0,0,102,126,0,120,0,88,96,112,144,0,172,0,0,160,195,0,0,276,249,153,159,0,0,183,124,0,42,396,358,250,232,82,360,234,101,37,80,252,338,232,295,52,108,433,0,0,11,0,0,0,7,0,0,0,0,9,16,0,0,13,0,0,7,0,3,7,11,0,0,15,0,0,0,5,10,11,12,0,5,10,0,0,12,14,12,0,16,0,0,0,8,7,8,9,14,10,20,0,8,0,12,5,0,0
0,0,49,0,77,35,0,0,0,0,0,108,84,0,138,78,90,0,126,0,0,248,120,0,132,200,136,0,112,0,0,219,270,96,270,249,309,0,168,0,178,132,284,206,130,216,106,156,196,106,354,199,91,157,149,328,81,109,293,51,0,7,6,0,13,10,5,9,0,0,0,14,0,0,20,0,4,0,0,16,0,12,0,0,14,0,0,0,0,0,0,0,0,0,9,12,0,0,0,5,0,0,7,0,0,13,0,0,0,0,0,0,0,0,11,0,0,0,7,0
63,0,0,0,0,77,0,0,0,70,78,180,78,150,0,96,72,186,168,204,224,248,0,232,160,200,0,228,240,236,246,360,0,189,150,546,132,177,285,456,224,650,0,154,60,644,482,336,554,1108,239,1520,26,126,105,700,682,236,347,977,0,0,0,4,0,0,10,9,0,0,0,11,3,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,15,0,0,7,0,0,0,11,0,0,12,0,8,0,0,0,0,11,0,0,12,0,0,0,0,0,0,5,0,0,9
0,0,0,0,56,0,0,119,0,0,0,0,0,84,0,132,84,150,60,0,0,0,128,108,0,140,204,180,228,0,0,0,141,270,0,105,267,189,543,192,0,134,152,232,300,136,412,306,514,0,121,110,303,618,118,157,419,371,287,139,4,0,7,0,6,0,0,0,0,14,0,0,17,0,0,0,0,9,0,10,0,7,7,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,8,0,11,0,0,7,0,0,0,0,5,0,0,0,0,15,8,0,0,0,0
0,0,77,0,0,84,0,0,84,0,102,108,150,60,0,0,0,0,162,0,220,0,0,204,168,124,72,212,184,108,438,0,210,387,195,285,0,273,360,0,712,0,170,376,226,258,380,190,382,118,871,46,179,78,111,185,290,192,223,140,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,10,0,8,8,0,14,0,0,10,0,0,0,0,10,12,12,0,0,5,10,0,11,9,0,13,4,0,0,0,0,0,14,7,4,10,0,5,0,4,0,0,17,0,0
35,0,56,70,56,0,0,0,0,0,72,0,0,156,132,0,126,0,0,0,124,124,88,188,124,68,176,0,0,0,0,153,0,297,330,348,276,177,96,0,232,404,56,424,566,368,410,256,108,132,612,82,22,61,640,122,483,541,153,101,0,0,0,9,0,0,0,0,0,6,0,11,0,0,0,0,0,11,0,0,0,7,0,0,0,15,0,12,0,0,0,0,0,8,9,13,0,5,10,0,0,10,0,14,0,7,0,0,4,0,9,6,0,7,0,11,0,0,0,0
42,0,0,0,0,0,112,77,0,0,78,0,0,0,0,0,204,144,0,0,0,0,0,124,0,0,312,132,96,0,159,177,0,174,225,168,546,114,132,0,260,116,0,0,334,146,832,100,82,34,232,166,72,17,404,126,963,221,275,25,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,11,9,0,0,11,0,9,0,9,0,0,9,10,7,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0
0,0,56,0,0,0,0,49,0,63,0,0,96,120,0,0,0,0,0,90,0,52,92,120,132,112,0,0,0,168,195,0,0,0,114,198,0,138,204,255,294,206,460,276,80,292,130,278,422,340,386,232,429,77,5,304,16,843,459,198,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,5,0,0,7,0,0,10,0,0,0,14,0,0,0,0,5,0,12,10,0,0,0,0,0,0,0,0,12,13,0,0,0,0,10,0,4,0,0,9,0,0,7,0,0,0
0,42,0,0,70,0,0,0,0,0,0,72,156,0,120,0,0,132,0,0,164,0,204,116,240,148,0,196,84,0,357,339,198,234,162,291,189,363,363,291,342,814,530,356,204,498,270,434,586,566,632,441,809,357,283,302,12,326,840,129,14,12,0,0,16,0,0,0,0,0,0,14,0,0,15,0,0,0,0,0,9,13,0,7,11,0,7,5,0,0,0,13,0,0,10,0,11,13,0,0,0,7,0,10,12,13,9,12,0,10,0,0,0,0,17,11,0,19,0,0
0,0,0,0,0,49,0,70,0,49,120,0,66,102,0,0,0,150,0,138,108,0,124,108,0,136,96,128,124,200,177,0,156,207,234,114,0,411,246,0,110,100,150,328,438,198,96,978,430,0,128,59,168,178,810,74,229,1679,375,32,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,12,0,0,9,0,0,0,12,0,0,13,0,0,10,0,6,0,0,0,0,8,0,0,0,0
0,0,0,0,0,91,0,49,0,56,108,0,0,0,0,156,0,84,0,0,136,0,0,148,0,40,0,192,0,0,0,222,339,108,225,0,0,387,207,210,224,294,788,370,328,50,328,400,230,282,63,137,707,336,95,49,201,276,491,343,0,0,0,8,0,0,0,0,14,0,1,0,11,0,0,0,0,7,10,0,9,3,13,0,7,0,0,0,10,0,0,0,11,0,8,0,0,0,0,0,0,12,8,8,0,12,0,0,0,0,0,6,0,6,8,12,0,0,0,10
0,77,77,0,0,119,56,0,0,84,0,90,132,0,78,162,84,0,0,132,0,148,128,0,72,192,0,148,0,212,0,147,120,0,243,384,0,282,135,270,226,142,146,44,378,396,428,138,354,134,310,185,537,86,517,350,377,148,456,190,0,0,9,0,9,0,11,8,0,0,7,9,11,0,0,0,7,0,0,8,0,14,12,0,0,0,0,6,12,0,0,12,9,0,0,0,6,12,12,0,7,15,11,0,0,7,0,12,0,0,0,9,0,0,0,0,0,12,0,8
63,0,0,0,0,0,0,0,0,56,84,0,156,60,0,0,0,0,132,120,136,0,216,180,0,0,128,0,124,152,141,207,96,210,219,0,363,0,90,198,354,204,46,152,168,158,502,200,162,68,277,241,75,189,319,272,236,198,89,73,0,0,12,0,5,11,0,0,0,0,0,13,10,12,0,15,0,6,0,0,0,0,0,0,8,0,0,12,14,10,0,0,0,0,0,13,0,18,0,17,0,0,0,0,0,11,0,19,0,13,0,0,11,0,0,13,0,13,12,7
0,98,63,0,91,84,0,0,49,0,0,126,114,0,192,180,0,156,168,126,0,0,200,0,308,232,172,124,272,180,207,0,366,0,276,0,189,0,267,327,204,224,488,130,270,276,186,448,384,608,116,188,175,194,202,533,361,112,320,1007,3,0,0,0,0,10,10,0,0,0,0,6,0,0,0,9,12,0,0,0,0,0,0,0,0,5,10,0,11,14,0,8,0,0,0,0,14,0,0,10,0,7,0,0,0,0,8,0,0,12,0,11,0,0,0,0,10,0,0,0
0,70,0,0,0,0,28,0,0,0,0,0,102,114,0,114,84,0,0,0,0,0,208,92,0,172,96,0,132,80,159,339,315,0,318,399,0,261,156,339,202,70,424,0,576,1030,386,346,0,326,286,210,246,10,385,541,287,318,364,33,0,10,0,0,0,0,9,0,0,13,7,7,0,11,0,4,7,0,0,10,11,9,0,12,0,5,0,0,0,0,0,0,0,7,0,8,0,0,8,8,10,12,0,0,0,12,0,0,15,0,3,10,0,12,0,0,0,0,15,7
0,91,0,0,70,0,0,0,84,0,114,150,0,108,150,120,0,0,0,0,112,264,0,176,204,112,0,0,252,0,159,231,0,291,141,219,0,0,378,237,470,312,0,244,56,260,160,242,382,336,595,248,92,81,96,194,173,217,527,327,10,0,0,0,9,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,11,5,0,0,11,0,0,0,0,0,0,0,0,0,9,0,11,0,9,0,9,0,0,0,0,0,6,0,10,0,9,0,0,0,0,0
0,0,0,0,91,0,49,119,77,21,0,0,0,144,96,0,84,168,156,132,0,168,0,200,252,0,136,188,88,272,189,375,0,252,285,0,165,249,408,381,398,484,96,540,156,0,188,260,330,12,447,406,71,503,187,21,68,395,1078,167,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,6,0,0,12,0,0,6,0,13,0,6,0,0,12,0,0,0,0,16,0,0,0,0,7,0,0,0,0,14,0,0,0,0,13,6,0,0,14,11,0,0,0,0,12
0,56,84,0,0,0,28,133,0,0,0,0,78,0,0,0,0,210,0,0,0,120,208,112,0,0,0,244,0,0,216,183,294,0,300,249,0,108,0,117,656,410,328,166,290,124,254,310,178,488,257,213,110,438,186,36,356,54,74,674,0,11,14,14,9,0,0,8,10,0,0,0,13,13,0,0,0,0,4,0,10,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,8,6,0,0,0,9,7,0,8,0,0,7,7,12,6,0,10
0,0,0,0,0,0,0,0,0,0,66,0,0,60,132,0,132,48,0,0,156,0,0,216,164,164,0,204,100,88,189,0,258,252,255,177,0,306,234,156,476,82,244,514,274,152,152,518,204,322,441,182,234,578,319,103,103,389,151,789,0,0,0,9,0,11,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,77,0,0,112,49,0,0,70,162,0,204,78,102,246,0,132,0,156,0,0,180,232,180,216,160,192,0,164,165,237,198,420,192,195,180,336,195,249,216,146,164,334,292,606,388,286,252,456,78,67,66,538,443,1604,162,538,401,373,11,0,0,9,0,14,0,13,0,0,10,0,0,9,0,4,0,14,10,0,11,0,0,10,0,0,4,0,10,0,17,0,0,7,0,0,8,0,0,0,14,3,0,10,0,0,11,0,0,16,10,0,0,10,0,0,0,12,0,7
0,112,0,0,0,0,105,49,42,0,0,114,216,0,0,78,84,0,96,0,0,104,140,0,0,124,196,96,148,152,249,189,300,144,135,306,210,0,237,360,340,234,402,150,304,224,166,56,0,488,260,63,228,80,658,266,115,200,355,249,0,11,0,6,0,8,10,0,0,0,0,0,0,9,0,0,15,0,5,0,0,6,0,0,8,7,8,0,0,0,0,0,0,0,0,14,0,0,0,0,6,0,6,7,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0
63,0,0,35,0,0,63,0,0,56,162,0,0,120,90,0,114,0,78,0,0,172,220,208,148,0,68,180,0,0,114,201,225,249,225,0,0,321,0,0,94,180,198,250,238,60,92,354,124,0,240,376,249,338,395,94,208,311,183,20,0,16,0,0,0,15,0,9,9,0,0,13,0,0,0,14,0,10,6,0,0,15,0,5,0,0,0,6,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,7,10,9,0,0,0
0,0,28,0,56,0,49,98,0,28,78,0,156,102,120,0,180,120,0,0,0,0,300,124,148,0,132,256,0,0,0,234,402,0,282,0,108,456,333,183,0,346,216,0,382,160,318,314,500,352,12,201,134,693,298,265,382,782,701,224,0,4,10,0,0,0,7,7,0,0,0,0,0,0,6,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,6,0,4,0,5,0,0,11,0,0,4,0,0,0,12,0,0,14,10
0,77,56,0,56,0,84,0,0,0,102,54,126,0,0,96,96,0,0,108,260,0,92,0,108,80,100,0,0,192,366,0,162,0,90,105,261,252,84,165,490,76,320,112,110,246,354,366,192,450,447,219,354,21,55,50,106,369,276,200,11,0,14,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,5,9,11,0,12,0,0,0,11,0,11,0,0,10,16,7,0,0,0,0,0,12,0,0,15,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0
0,0,49,0,0,91,0,63,0,0,0,0,102,0,204,186,0,0,0,72,204,140,136,0,200,256,0,112,0,0,318,213,0,0,360,309,0,189,0,0,226,182,214,0,736,246,356,218,350,320,263,455,265,74,518,124,189,233,384,798,0,0,7,0,8,0,11,10,0,0,0,0,12,5,0,0,14,0,0,0,0,0,13,8,12,0,0,0,0,0,0,6,10,0,19,0,9,8,0,0,0,4,11,7,14,0,0,10,0,0,12,0,13,0,13,0,0,11,0,0
84,0,0,0,112,0,77,0,0,0,144,0,0,0,180,54,54,0,0,120,0,0,180,176,260,236,140,120,152,160,147,0,117,321,186,183,180,267,186,369,116,186,180,0,324,334,100,370,206,394,526,16,510,37,164,220,411,115,573,653,0,4,12,0,9,0,0,0,0,0,0,2,12,0,10,0,0,0,14,0,0,0,15,0,17,0,0,0,7,0,0,0,16,0,9,9,0,0,0,0,0,0,11,0,5,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0
0,42,0,0,119,77,77,56,119,0,102,90,84,72,186,96,0,108,168,0,0,204,148,196,268,104,0,132,204,0,309,294,165,0,510,402,105,231,273,0,696,936,466,276,436,684,388,548,236,384,1105,594,450,223,249,782,234,582,218,1236,0,0,0,0,0,0,5,0,0,10,9,10,13,0,7,0,0,0,0,10,7,0,0,0,12,0,6,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,0,0,0,0,0,5,0,8,9,12
0,63,49,0,0,0,0,0,56,0,0,90,108,0,0,0,0,0,108,0,0,0,0,0,0,0,0,124,156,0,0,114,150,129,141,273,0,246,0,0,116,210,280,150,148,462,0,482,172,92,229,132,235,264,40,154,26,823,103,347,0,0,0,0,0,11,11,0,0,0,0,0,11,0,5,15,12,0,0,0,0,0,0,12,0,16,6,0,0,0,0,8,0,7,4,8,0,0,0,0,10,6,0,0,7,12,0,7,0,0,12,0,0,0,0,10,0,13,0,0
84,0,56,0,70,56,0,0,35,0,138,0,0,0,0,84,0,0,0,72,160,0,0,0,144,128,0,0,0,0,288,0,0,0,294,336,144,0,0,180,532,102,194,174,438,244,206,380,298,420,124,127,289,165,221,149,390,259,177,414,0,3,12,0,0,0,10,0,0,0,4,0,15,0,0,0,2,0,6,0,11,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0
70,0,70,0,0,0,0,56,70,0,108,0,0,0,156,102,108,144,114,0,156,0,0,0,0,0,0,176,0,0,294,234,0,0,222,0,264,72,0,78,518,198,246,0,564,16,234,172,152,64,781,65,184,14,816,243,156,203,396,72,11,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,9,7,0,12,0,4,0,0,0,0,8,8,9,0,0,7,0,0,0,13,7,9,6
0,0,0,84,0,0,63,70,56,0,114,96,120,168,0,0,114,180,84,0,204,264,164,152,0,0,176,224,240,0,294,312,279,357,153,201,336,321,306,390,338,702,348,768,92,340,204,176,258,380,404,342,842,1429,344,140,765,294,371,170,0,10,0,0,7,0,0,8,0,0,0,6,5,0,12,0,0,11,8,0,12,10,0,4,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,7,9,0,7,0,0,0,0,13,2,0,12,0,0,0,0,0,0,14,0
0,91,0,0,0,0,0,84,35,0,0,114,0,120,0,0,0,132,0,0,0,96,0,92,0,0,104,296,0,104,0,186,171,249,0,195,198,186,300,99,494,280,276,560,0,258,104,408,0,266,452,480,233,183,179,90,324,535,106,149,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,14,12,0,0,4,9,13,0,13,0,0,0,0,0,0,18,7,0,8,0,0,0,0,0
0,0,0,0,0,0,0,21,0,0,102,102,0,0,0,0,102,102,78,108,148,84,0,100,0,232,0,164,136,0,336,213,222,276,126,330,213,255,0,180,412,132,264,478,416,614,262,220,364,170,449,228,60,481,972,876,14,265,277,57,0,0,0,5,0,0,9,0,0,0,0,0,0,0,10,0,19,0,0,0,0,11,0,0,10,0,14,0,0,0,10,14,0,0,0,0,18,0,0,0,0,16,0,0,0,0,20,12,0,13,0,10,0,0,0,4,15,6,0,12
0,77,0,0,0,0,0,0,0,119,150,150,162,0,114,0,0,0,0,0,128,248,168,164,92,0,0,0,0,132,294,309,222,336,312,0,0,0,0,135,390,410,354,208,316,306,0,0,0,202,236,401,534,532,66,123,92,45,45,858,8,0,0,2,11,0,4,0,13,7,0,9,0,10,11,0,0,0,0,10,12,11,0,15,0,7,6,0,0,8,17,0,0,18,7,0,0,7,0,0,10,0,0,18,0,0,0,9,0,0,9,0,0,12,0,0,0,0,0,0
49,0,0,91,0,0,77,0,0,0,78,0,126,216,96,0,138,0,0,0,0,88,184,120,144,184,176,92,0,140,270,138,300,213,186,414,219,0,108,282,326,780,256,536,458,236,302,406,276,562,177,1035,135,615,562,737,262,272,113,493,0,12,0,0,0,0,0,9,0,0,0,9,9,0,0,0,0,16,0,0,9,6,0,0,0,0,0,0,11,0,13,0,5,0,0,0,0,13,8,0,6,0,0,0,0,0,0,0,10,7,12,0,0,0,0,0,0,0,15,0
0,0,0,126,63,56,0,0,0,0,0,120,0,138,0,0,0,0,96,0,100,124,64,0,0,100,136,104,156,0,240,129,339,270,303,282,177,0,0,0,282,190,294,796,436,24,582,168,126,546,525,118,90,882,474,275,564,274,117,290,0,0,0,8,0,6,0,20,0,14,0,0,0,10,10,9,7,15,0,19,0,0,0,12,0,12,0,0,9,13,0,0,0,9,0,0,0,0,0,18,0,0,0,5,0,5,0,14,0,13,0,8,0,12,0,0,0,0,0,5
49,0,0,0,70,0,0,0,0,0,126,0,174,90,114,174,120,0,0,0,168,0,68,72,220,156,0,0,228,0,0,186,192,168,306,225,0,0,168,105,288,358,316,262,546,308,0,0,210,620,431,488,229,721,592,356,87,371,205,858,0,13,0,0,0,0,0,0,0,0,10,7,10,0,11,0,0,11,0,0,13,0,7,0,8,0,0,11,0,8,0,0,0,0,0,0,0,9,0,0,6,0,0,6,12,7,0,0,0,0,13,0,0,0,11,9,0,0,0,0
0,0,0,35,0,0,0,77,63,56,0,0,0,0,0,78,0,0,150,0,144,156,132,148,0,0,0,144,156,104,186,102,147,279,225,0,123,267,222,222,144,416,0,234,250,0,86,148,368,694,116,440,75,552,317,22,200,72,99,214,0,0,0,0,14,14,0,7,11,0,0,6,0,0,23,0,0,7,18,8,0,0,0,0,16,0,11,0,21,9,0,0,6,0,12,0,10,13,16,0,0,0,13,0,0,0,14,16,12,0,0,0,8,0,0,0,11,14,16,0
0,0,105,0,0,49,77,91,77,42,0,0,138,126,0,0,132,162,108,138,124,200,148,240,192,168,288,228,0,244,156,468,165,438,270,300,366,375,105,492,368,1140,230,584,586,456,374,548,82,486,287,1175,173,104,1160,259,411,269,455,167,6,0,11,0,0,7,0,0,0,10,0,0,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,14,0,0,0,8,0,5,0,0,0,8,0,0,0,7,0,0,12,0,0,3,0,0,0,6,7,0,0,0,14
0,0,21,0,0,0,140,0,0,0,0,0,0,0,0,0,114,0,0,108,160,140,112,0,228,0,0,0,132,0,201,168,165,0,405,111,0,0,321,186,0,282,234,326,438,388,0,316,390,92,56,277,391,369,303,199,170,808,363,68,0,11,0,0,0,0,9,0,0,0,0,13,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,6,0,7,8,0,0,0,0,0,0,0,9,16,6,0,9,0,0,0,9,0,0,8,9,12,0,0,0,0,13,0,0,12
0,0,0,0,0,0,0,0,0,42,0,0,96,48,0,96,108,0,120,0,0,52,0,136,0,220,172,88,0,96,0,168,294,267,0,234,234,231,159,264,214,0,642,430,302,324,186,466,454,224,224,11,265,228,450,335,100,1074,331,131,0,0,11,0,15,0,0,0,7,0,0,0,10,0,5,0,0,0,14,7,0,12,0,0,9,0,0,0,8,6,0,10,0,0,0,0,0,0,11,15,0,8,0,8,0,0,0,0,13,15,0,0,0,0,7,9,0,0,9,0
0,0,119,70,0,0,0,0,84,0,96,0,102,0,0,0,138,84,192,0,184,128,132,112,0,0,0,0,320,116,237,132,249,261,237,261,0,159,642,300,124,424,428,64,200,464,0,646,1058,768,105,40,670,110,35,456,237,425,1873,459,0,11,0,11,9,0,0,0,0,0,4,16,9,10,0,6,0,11,0,0,0,12,13,5,0,11,0,10,0,0,0,11,0,0,6,0,0,8,0,0,0,0,0,0,12,5,6,8,0,16,11,0,9,0,12,0,0,0,0,12
77,0,0,0,0,0,0,0,0,0,0,0,66,0,0,150,120,0,0,48,140,0,160,188,0,80,128,0,0,0,249,192,363,192,0,204,198,123,111,0,244,346,192,324,244,250,396,156,304,308,97,328,173,75,412,395,707,267,33,228,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,9,0,0,8,14,0,0,0,0,0,7,0,6,0,12,0,0
84,0,0,0,0,0,105,0,0,0,102,78,0,0,78,108,0,120,0,0,160,224,120,92,156,160,0,208,0,160,252,498,204,96,189,327,219,0,0,210,602,440,486,126,168,196,400,358,244,202,534,257,358,29,193,242,414,449,634,159,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,7,10,2,0
84,0,35,56,0,0,0,0,49,49,126,0,108,90,186,0,0,0,78,132,192,0,276,108,136,0,0,92,0,256,204,222,327,0,183,168,177,0,222,228,424,508,302,160,146,182,214,294,470,432,475,1085,595,209,300,676,34,86,528,98,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,6,0,13,0,7,0,0,9,0,0,7,0,15,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,77,90,0,0,0,90,0,0,0,0,168,168,0,0,108,136,136,0,0,0,144,237,156,246,333,0,291,168,111,0,264,296,672,256,426,180,302,230,252,130,224,187,332,28,449,587,130,246,136,71,215,0,0,0,0,8,0,11,0,4,0,12,0,12,7,0,0,8,0,0,0,0,0,14,15,0,0,9,4,0,0,0,0,13,0,0,0,11,6,0,0,0,0,13,0,9,0,9,0,0,0,0,0,12,0,11,7,12,0,0,0
0,0,0,0,0,0,0,0,0,49,0,120,0,72,0,0,0,0,0,168,0,132,136,184,0,0,108,0,124,76,300,348,171,282,60,0,78,0,183,0,244,608,370,642,68,336,246,312,176,0,293,584,174,171,249,107,292,166,282,45,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,8,0,0,11,7,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6
0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,48,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,24,0,18,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,13,0,0,0,8,0,10,9,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,17,0,0,12,0,0,0,0,0,0,20,9,0,0,0,6,0,0,0,0,11,13,0,0,0,0,0,0,0,0,7,11,0,0,0,0
0,0,0,70,0,0,0,0,56,77,0,0,0,0,78,30,0,0,60,66,0,0,0,0,56,28,0,0,52,0,0,0,0,18,51,27,0,0,0,0,0,0,0,0,24,14,0,0,0,0,0,0,0,13,10,11,14,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,13,8,0,0,0,0,0,0,0,0,12,12,0
0,49,0,0,0,0,0,35,0,0,0,54,48,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,48,0,30,0,0,0,0,0,30,0,24,0,0,26,14,0,0,0,0,18,0,0,0,10,11,0,0,12,15,11,0,0,0,10,0,0,8,13,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,13,0,12,0,0,0,0,0,0,0,15,8,11,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,6,0,0,0,0,0
63,0,0,0,28,0,0,0,0,0,78,0,0,0,0,0,0,42,0,0,60,0,0,0,0,0,0,32,0,0,42,0,24,0,36,0,0,33,0,0,34,0,0,0,20,0,0,16,0,16,13,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,14,0,0,0,11,9,9,0,0,0,13,0,0,0,13,0,14,6,0,0,8,0,0,0,6,7,11,0,0,7,7,9,0,0,12,9,12,10,0,10,7,7,0,0,10,0,9,13,15,9,0,12,0
